,Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
853,13/01/2020,2.09,2.09,2.1,2.07,"15,79M","0,48%"
854,10/01/2020,2.08,2.12,2.12,2.07,"27,00M","-0,95%"
855,09/01/2020,2.1,2.12,2.13,2.07,"32,46M","0,00%"
856,08/01/2020,2.1,2.08,2.12,2.08,"28,48M","0,00%"
857,07/01/2020,2.1,2.12,2.14,2.07,"59,21M","-2,33%"
858,06/01/2020,2.15,2.16,2.2,2.13,"46,30M","-0,46%"
859,03/01/2020,2.16,2.14,2.16,2.11,"24,05M","0,93%"
860,02/01/2020,2.14,2.17,2.18,2.11,"20,78M","-1,38%"
861,30/12/2019,2.17,2.25,2.25,2.16,"34,74M","-3,56%"
862,27/12/2019,2.25,2.19,2.26,2.19,"59,01M","2,74%"
863,26/12/2019,2.19,2.19,2.2,2.17,"20,65M","0,92%"
864,23/12/2019,2.17,2.2,2.2,2.16,"19,76M","-0,91%"
865,20/12/2019,2.19,2.16,2.19,2.15,"34,74M","1,39%"
866,19/12/2019,2.16,2.16,2.18,2.15,"25,63M","0,00%"
867,18/12/2019,2.16,2.14,2.19,2.13,"44,00M","0,93%"
868,17/12/2019,2.14,2.14,2.15,2.11,"29,34M","0,47%"
869,16/12/2019,2.13,2.14,2.16,2.11,"23,82M","0,00%"
870,13/12/2019,2.13,2.12,2.15,2.1,"24,34M","0,95%"
871,12/12/2019,2.11,2.18,2.18,2.1,"32,18M","-2,31%"
872,11/12/2019,2.16,2.12,2.18,2.11,"40,90M","2,86%"
873,10/12/2019,2.1,2.13,2.15,2.1,"23,82M","-1,87%"
874,09/12/2019,2.14,2.14,2.17,2.11,"23,95M","0,00%"
875,06/12/2019,2.14,2.2,2.2,2.12,"33,38M","-2,73%"
876,05/12/2019,2.2,2.12,2.21,2.11,"76,86M","5,26%"
877,04/12/2019,2.09,2.03,2.13,2.03,"57,19M","1,46%"
878,03/12/2019,2.06,1.985,2.06,1.98,"60,37M","3,00%"
879,02/12/2019,2.0,1.925,2.0,1.915,"42,50M","4,17%"
880,29/11/2019,1.92,1.86,1.925,1.86,"28,26M","1,32%"
881,28/11/2019,1.895,1.925,1.945,1.89,"17,02M","-2,32%"
882,27/11/2019,1.94,1.905,1.965,1.895,"26,94M","2,65%"
883,26/11/2019,1.89,1.935,1.935,1.88,"51,75M","-1,31%"
884,25/11/2019,1.915,1.92,1.94,1.88,"26,11M","-1,54%"
885,22/11/2019,1.945,1.98,1.985,1.935,"27,92M","-1,27%"
886,21/11/2019,1.97,1.975,1.99,1.97,"21,41M","-0,76%"
887,20/11/2019,1.985,2.0,2.01,1.985,"27,41M","-1,24%"
888,19/11/2019,2.01,1.98,2.02,1.98,"18,87M","1,26%"
889,18/11/2019,1.985,1.995,2.02,1.975,"12,67M","-0,75%"
890,15/11/2019,2.0,1.96,2.0,1.955,"24,15M","1,78%"
891,14/11/2019,1.965,1.99,2.0,1.95,"28,76M","-1,50%"
892,13/11/2019,1.995,1.995,2.01,1.99,"13,41M","-0,75%"
893,12/11/2019,2.01,2.02,2.02,2.0,"13,79M","0,50%"
894,11/11/2019,2.0,2.02,2.02,1.985,"13,20M","0,00%"
895,08/11/2019,2.0,2.0,2.03,1.995,"27,93M","0,50%"
896,07/11/2019,1.99,1.99,2.01,1.975,"26,57M","0,51%"
897,06/11/2019,1.98,1.995,2.01,1.965,"40,17M","-0,50%"
898,05/11/2019,1.99,1.985,2.05,1.98,"110,56M","0,51%"
899,04/11/2019,1.98,1.89,1.99,1.88,"252,34M","7,03%"
900,01/11/2019,1.85,2.09,2.12,1.82,"332,23M","-12,32%"
901,31/10/2019,2.11,2.27,2.28,2.11,"300,11M","-13,52%"
902,30/10/2019,2.44,2.36,2.46,2.36,"129,32M","3,83%"
903,29/10/2019,2.35,2.33,2.36,2.31,"64,72M","2,17%"
904,28/10/2019,2.3,2.34,2.37,2.29,"57,43M","-1,71%"
905,25/10/2019,2.34,2.35,2.35,2.28,"35,12M","0,00%"
906,24/10/2019,2.34,2.35,2.36,2.29,"58,35M","0,43%"
907,23/10/2019,2.33,2.25,2.34,2.23,"59,66M","4,02%"
908,22/10/2019,2.24,2.22,2.27,2.22,"41,05M","0,90%"
909,21/10/2019,2.22,2.28,2.29,2.2,"19,52M","-2,20%"
910,18/10/2019,2.27,2.22,2.27,2.22,"23,94M","1,79%"
911,17/10/2019,2.23,2.24,2.26,2.22,"42,14M","0,45%"
912,16/10/2019,2.22,2.25,2.25,2.19,"38,28M","0,00%"
913,15/10/2019,2.22,2.2,2.26,2.19,"59,40M","1,83%"
914,14/10/2019,2.18,2.21,2.22,2.16,"23,10M","-0,46%"
915,11/10/2019,2.19,2.06,2.22,2.04,"69,65M","8,42%"
916,10/10/2019,2.02,2.04,2.09,2.01,"26,73M","0,50%"
917,09/10/2019,2.01,2.02,2.03,1.995,"19,61M","-0,50%"
918,08/10/2019,2.02,2.02,2.07,2.01,"17,94M","-1,46%"
919,07/10/2019,2.05,2.12,2.14,2.04,"19,21M","-2,38%"
920,04/10/2019,2.1,2.06,2.12,2.03,"30,10M","1,94%"
921,03/10/2019,2.06,2.05,2.09,2.02,"29,72M","0,00%"
922,02/10/2019,2.06,2.02,2.11,2.02,"31,34M","0,98%"
923,01/10/2019,2.04,2.1,2.12,2.03,"36,39M","-2,86%"
924,30/09/2019,2.1,2.16,2.18,2.1,"30,57M","-2,33%"
925,27/09/2019,2.15,2.12,2.21,2.09,"48,49M","-0,46%"
926,26/09/2019,2.16,2.23,2.26,2.15,"50,70M","-3,14%"
927,25/09/2019,2.23,2.25,2.3,2.21,"46,00M","-2,19%"
928,24/09/2019,2.28,2.28,2.29,2.2,"65,08M","0,00%"
929,23/09/2019,2.28,2.19,2.29,2.16,"106,78M","5,07%"
930,20/09/2019,2.17,2.17,2.2,2.13,"39,14M","0,00%"
931,19/09/2019,2.17,2.2,2.21,2.15,"51,06M","-1,81%"
932,18/09/2019,2.21,2.17,2.22,2.12,"85,52M","1,38%"
933,17/09/2019,2.18,2.05,2.18,2.04,"167,47M","6,34%"
934,16/09/2019,2.05,2.02,2.06,1.975,"52,99M","4,33%"
935,13/09/2019,1.965,2.0,2.01,1.955,"29,59M","-1,50%"
936,12/09/2019,1.995,2.04,2.07,1.99,"31,67M","-1,72%"
937,11/09/2019,2.03,2.03,2.06,1.985,"46,17M","0,50%"
938,10/09/2019,2.02,1.965,2.05,1.965,"63,45M","2,80%"
939,09/09/2019,1.965,1.94,1.975,1.94,"21,74M","1,03%"
940,06/09/2019,1.945,1.95,1.96,1.94,"31,24M","-0,26%"
941,05/09/2019,1.95,1.97,1.975,1.93,"25,92M","0,00%"
942,04/09/2019,1.95,2.01,2.02,1.95,"29,69M","-2,99%"
943,03/09/2019,2.01,2.0,2.03,1.975,"41,12M","0,75%"
944,02/09/2019,1.995,1.93,2.0,1.915,"47,74M","3,91%"
945,30/08/2019,1.92,1.92,1.94,1.91,"36,03M","0,52%"
946,29/08/2019,1.91,1.97,1.98,1.905,"39,16M","-2,55%"
947,28/08/2019,1.96,2.0,2.0,1.94,"57,86M","-2,00%"
948,27/08/2019,2.0,1.915,2.0,1.9,"95,53M","4,44%"
949,26/08/2019,1.915,1.8,1.92,1.78,"75,95M","4,64%"
950,23/08/2019,1.83,1.81,1.83,1.775,"57,98M","1,39%"
951,22/08/2019,1.805,1.875,1.88,1.8,"60,12M","-3,48%"
952,21/08/2019,1.87,1.945,1.945,1.87,"38,37M","-2,60%"
953,20/08/2019,1.92,1.98,1.985,1.915,"83,11M","-3,76%"
954,19/08/2019,1.995,1.975,2.01,1.97,"26,15M","1,79%"
955,16/08/2019,1.96,1.975,1.985,1.96,"15,56M","-0,76%"
956,15/08/2019,1.975,1.94,1.98,1.925,"25,44M","0,25%"
957,14/08/2019,1.97,1.965,1.98,1.95,"27,35M","1,29%"
958,13/08/2019,1.945,1.97,1.975,1.94,"25,44M","-1,77%"
959,12/08/2019,1.98,1.995,2.0,1.975,"9,69M","-0,25%"
960,09/08/2019,1.985,1.975,2.02,1.965,"30,41M","1,28%"
961,08/08/2019,1.96,1.97,1.975,1.94,"25,27M","0,51%"
962,07/08/2019,1.95,1.96,1.985,1.95,"27,65M","0,26%"
963,06/08/2019,1.945,1.96,1.975,1.92,"38,26M","-1,52%"
964,05/08/2019,1.975,1.97,1.995,1.965,"33,02M","-0,25%"
965,02/08/2019,1.98,1.97,2.01,1.97,"31,59M","-1,00%"
966,01/08/2019,2.0,2.04,2.07,2.0,"19,72M","-2,44%"
967,31/07/2019,2.05,2.01,2.07,1.98,"70,32M","1,99%"
968,30/07/2019,2.01,1.98,2.02,1.98,"29,08M","1,52%"
969,29/07/2019,1.98,1.975,1.99,1.965,"16,51M","0,51%"
970,26/07/2019,1.97,2.0,2.01,1.955,"40,01M","-1,50%"
971,25/07/2019,2.0,2.02,2.04,2.0,"27,21M","-0,50%"
972,24/07/2019,2.01,2.06,2.07,2.0,"38,73M","-1,95%"
973,23/07/2019,2.05,2.07,2.08,2.04,"28,42M","0,00%"
974,22/07/2019,2.05,2.06,2.07,2.03,"18,46M","-0,49%"
975,19/07/2019,2.06,2.12,2.13,2.05,"62,46M","-1,90%"
976,18/07/2019,2.1,2.11,2.14,2.1,"28,61M","-0,47%"
977,17/07/2019,2.11,2.12,2.13,2.1,"20,48M","-0,94%"
978,16/07/2019,2.13,2.14,2.14,2.09,"32,95M","0,00%"
979,15/07/2019,2.13,2.07,2.13,2.07,"34,40M","3,40%"
980,12/07/2019,2.06,2.09,2.1,2.06,"25,30M","-1,44%"
981,11/07/2019,2.09,2.14,2.15,2.08,"32,79M","-1,42%"
982,10/07/2019,2.12,2.09,2.14,2.07,"41,49M","2,91%"
983,09/07/2019,2.06,2.08,2.09,2.06,"18,16M","-0,96%"
984,08/07/2019,2.08,2.1,2.1,2.05,"30,39M","-0,95%"
985,05/07/2019,2.1,2.12,2.13,2.1,"22,83M","-1,41%"
986,04/07/2019,2.13,2.11,2.13,2.09,"28,61M","1,43%"
987,03/07/2019,2.1,2.12,2.12,2.07,"34,46M","-0,47%"
988,02/07/2019,2.11,2.14,2.15,2.1,"30,13M","-0,94%"
989,01/07/2019,2.13,2.14,2.15,2.11,"36,82M","0,95%"
990,28/06/2019,2.11,2.12,2.15,2.1,"56,79M","0,48%"
991,27/06/2019,2.1,2.15,2.17,2.1,"53,06M","-1,87%"
992,26/06/2019,2.14,2.03,2.15,2.02,"180,31M","5,94%"
993,25/06/2019,2.02,2.04,2.06,1.995,"43,77M","-0,49%"
994,24/06/2019,2.03,2.08,2.08,2.02,"21,99M","-0,98%"
995,21/06/2019,2.05,2.08,2.11,2.03,"110,03M","-0,49%"
996,20/06/2019,2.06,2.07,2.1,2.04,"46,59M","0,00%"
997,19/06/2019,2.06,1.97,2.07,1.97,"96,05M","5,64%"
998,18/06/2019,1.95,1.94,1.975,1.925,"42,83M","0,78%"
999,17/06/2019,1.935,1.95,1.98,1.935,"21,74M","-1,28%"
1000,14/06/2019,1.96,1.995,1.995,1.955,"31,48M","-1,26%"
1001,13/06/2019,1.985,1.99,2.0,1.965,"40,12M","0,00%"
1002,12/06/2019,1.985,1.99,2.02,1.985,"35,51M","-0,75%"
1003,11/06/2019,2.0,2.07,2.09,1.985,"66,01M","-2,44%"
1004,10/06/2019,2.05,2.07,2.12,2.05,"49,07M","-0,49%"
1005,31/05/2019,2.06,2.01,2.07,2.0,"77,59M","2,49%"
1006,29/05/2019,2.01,1.96,2.03,1.96,"50,72M","2,81%"
1007,28/05/2019,1.955,2.03,2.06,1.955,"93,65M","-3,69%"
1008,27/05/2019,2.03,1.98,2.06,1.96,"67,50M","3,84%"
1009,24/05/2019,1.955,1.98,2.01,1.95,"32,62M","-1,26%"
1010,23/05/2019,1.98,1.925,2.0,1.925,"34,68M","2,86%"
1011,22/05/2019,1.925,1.915,1.945,1.9,"16,20M","0,00%"
1012,21/05/2019,1.925,1.89,1.965,1.89,"34,27M","1,85%"
1013,20/05/2019,1.89,1.86,1.915,1.82,"34,12M","1,34%"
1014,17/05/2019,1.865,1.92,1.935,1.865,"26,87M","-1,84%"
1015,16/05/2019,1.9,1.955,2.01,1.9,"36,41M","-3,80%"
1016,15/05/2019,1.975,2.04,2.05,1.975,"37,15M","-1,74%"
1017,14/05/2019,2.01,1.95,2.07,1.935,"47,63M","1,52%"
1018,13/05/2019,1.98,2.02,2.04,1.98,"28,80M","-1,98%"
1019,10/05/2019,2.02,2.07,2.1,2.02,"62,32M","-0,98%"
1020,09/05/2019,2.04,2.17,2.18,2.04,"69,31M","-5,99%"
1021,08/05/2019,2.17,2.2,2.21,2.16,"44,66M","-3,13%"
1022,07/05/2019,2.24,2.19,2.24,2.19,"34,57M","2,28%"
1023,06/05/2019,2.19,2.2,2.23,2.15,"30,49M","-2,23%"
1024,03/05/2019,2.24,2.26,2.27,2.21,"25,12M","-0,44%"
1025,02/05/2019,2.25,2.28,2.3,2.25,"38,08M","-3,02%"
1026,30/04/2019,2.32,2.33,2.34,2.28,"27,63M","0,00%"
1027,29/04/2019,2.32,2.36,2.36,2.31,"29,29M","-1,69%"
1028,26/04/2019,2.36,2.35,2.38,2.33,"17,02M","0,85%"
1029,25/04/2019,2.34,2.4,2.4,2.34,"21,15M","-2,09%"
1030,24/04/2019,2.39,2.4,2.41,2.37,"20,79M","0,00%"
1031,23/04/2019,2.39,2.31,2.4,2.3,"42,99M","4,37%"
1032,22/04/2019,2.29,2.36,2.37,2.29,"27,52M","-2,97%"
1033,18/04/2019,2.36,2.4,2.43,2.35,"58,64M","0,00%"
1034,16/04/2019,2.36,2.3,2.37,2.28,"62,61M","3,51%"
1035,15/04/2019,2.28,2.3,2.31,2.26,"19,15M","0,00%"
1036,12/04/2019,2.28,2.25,2.31,2.25,"21,31M","1,33%"
1037,11/04/2019,2.25,2.27,2.29,2.24,"25,18M","-1,75%"
1038,10/04/2019,2.29,2.27,2.32,2.27,"31,69M","0,00%"
1039,09/04/2019,2.29,2.27,2.31,2.25,"28,04M","0,88%"
1040,08/04/2019,2.27,2.3,2.31,2.2,"40,09M","-0,44%"
1041,05/04/2019,2.28,2.31,2.33,2.27,"18,04M","-1,30%"
1042,04/04/2019,2.31,2.26,2.32,2.26,"34,75M","2,67%"
1043,02/04/2019,2.25,2.36,2.36,2.24,"98,75M","-4,26%"
1044,01/04/2019,2.35,2.38,2.38,2.34,"21,64M","0,00%"
1045,29/03/2019,2.35,2.35,2.38,2.34,"39,69M","0,00%"
1046,28/03/2019,2.35,2.35,2.37,2.33,"29,83M","0,00%"
1047,27/03/2019,2.35,2.4,2.4,2.34,"31,88M","-0,84%"
1048,26/03/2019,2.37,2.36,2.41,2.35,"38,04M","1,72%"
1049,25/03/2019,2.33,2.33,2.37,2.3,"42,85M","-1,27%"
1050,22/03/2019,2.36,2.39,2.4,2.35,"40,29M","-0,84%"
1051,21/03/2019,2.38,2.41,2.44,2.35,"48,76M","-1,24%"
1052,20/03/2019,2.41,2.45,2.49,2.39,"45,98M","-2,03%"
1053,19/03/2019,2.46,2.5,2.51,2.46,"14,99M","-1,20%"
1054,18/03/2019,2.49,2.48,2.52,2.46,"27,55M","1,22%"
1055,15/03/2019,2.46,2.43,2.53,2.43,"106,70M","1,65%"
1056,14/03/2019,2.42,2.39,2.43,2.38,"39,09M","1,26%"
1057,13/03/2019,2.39,2.36,2.42,2.35,"50,34M","1,70%"
1058,12/03/2019,2.35,2.4,2.42,2.34,"71,50M","-0,84%"
1059,11/03/2019,2.37,2.43,2.45,2.35,"61,13M","-2,47%"
1060,08/03/2019,2.43,2.44,2.51,2.43,"46,16M","-1,22%"
1061,06/03/2019,2.46,2.48,2.48,2.42,"50,33M","0,00%"
1062,05/03/2019,2.46,2.53,2.54,2.45,"64,17M","-3,15%"
1063,04/03/2019,2.54,2.5,2.57,2.49,"48,22M","2,01%"
1064,01/03/2019,2.49,2.52,2.54,2.47,"53,40M","-1,97%"
1065,28/02/2019,2.54,2.59,2.59,2.53,"51,93M","-1,17%"
1066,27/02/2019,2.57,2.65,2.66,2.56,"55,34M","-2,65%"
1067,26/02/2019,2.64,2.61,2.65,2.57,"47,72M","1,15%"
1068,25/02/2019,2.61,2.66,2.69,2.61,"40,43M","-1,51%"
1069,22/02/2019,2.65,2.64,2.72,2.63,"122,01M","0,38%"
1070,21/02/2019,2.64,2.51,2.67,2.49,"190,21M","6,02%"
1071,20/02/2019,2.49,2.52,2.53,2.47,"40,39M","-0,40%"
1072,19/02/2019,2.5,2.52,2.53,2.49,"24,78M","-0,40%"
1073,18/02/2019,2.51,2.49,2.53,2.47,"56,77M","2,03%"
1074,15/02/2019,2.46,2.48,2.49,2.39,"36,19M","0,00%"
1075,14/02/2019,2.46,2.37,2.46,2.34,"75,98M","5,13%"
1076,13/02/2019,2.34,2.43,2.44,2.31,"107,94M","-2,90%"
1077,12/02/2019,2.41,2.5,2.5,2.39,"104,67M","-3,98%"
1078,11/02/2019,2.51,2.52,2.53,2.48,"49,76M","0,40%"
1079,08/02/2019,2.5,2.45,2.52,2.44,"37,76M","1,63%"
1080,07/02/2019,2.46,2.52,2.54,2.44,"62,38M","-2,77%"
1081,06/02/2019,2.53,2.53,2.56,2.52,"55,77M","0,80%"
1082,04/02/2019,2.51,2.52,2.55,2.5,"47,05M","0,00%"
1083,01/02/2019,2.51,2.57,2.58,2.51,"59,92M","-2,33%"
1084,31/01/2019,2.57,2.55,2.64,2.53,"140,42M","1,58%"
1085,30/01/2019,2.53,2.39,2.53,2.37,"109,20M","6,75%"
1086,29/01/2019,2.37,2.4,2.41,2.36,"27,69M","-1,25%"
1087,28/01/2019,2.4,2.43,2.45,2.37,"51,35M","-0,83%"
1088,25/01/2019,2.42,2.4,2.43,2.38,"35,52M","1,26%"
1089,24/01/2019,2.39,2.47,2.47,2.36,"83,60M","-2,45%"
1090,23/01/2019,2.45,2.46,2.48,2.44,"45,46M","-0,41%"
1091,22/01/2019,2.46,2.47,2.48,2.43,"47,33M","-0,40%"
1092,21/01/2019,2.47,2.44,2.49,2.41,"69,73M","1,65%"
1093,18/01/2019,2.43,2.44,2.45,2.4,"54,75M","0,41%"
1094,17/01/2019,2.42,2.42,2.45,2.4,"84,41M","0,41%"
1095,16/01/2019,2.41,2.34,2.44,2.33,"170,37M","3,88%"
1096,15/01/2019,2.32,2.32,2.34,2.3,"59,36M","0,87%"
1097,14/01/2019,2.3,2.3,2.32,2.26,"40,96M","0,00%"
1098,11/01/2019,2.3,2.31,2.33,2.28,"44,51M","0,44%"
1099,10/01/2019,2.29,2.28,2.33,2.25,"124,21M","1,33%"
1100,09/01/2019,2.26,2.29,2.29,2.24,"53,56M","0,00%"
1101,08/01/2019,2.26,2.27,2.31,2.23,"106,67M","-0,44%"
1102,07/01/2019,2.27,2.24,2.28,2.21,"119,52M","3,18%"
1103,04/01/2019,2.2,2.2,2.22,2.19,"63,75M","0,00%"
1104,03/01/2019,2.2,2.24,2.25,2.18,"101,37M","-0,45%"
1105,02/01/2019,2.21,2.15,2.23,2.14,"156,54M","4,25%"
1106,28/12/2018,2.12,2.14,2.17,2.12,"48,99M","0,00%"
1107,27/12/2018,2.12,2.14,2.17,2.12,"55,95M","1,44%"
1108,26/12/2018,2.09,2.12,2.15,2.09,"45,03M","-3,24%"
1109,21/12/2018,2.16,2.09,2.18,2.07,"118,18M","3,35%"
1110,20/12/2018,2.09,2.09,2.12,2.07,"29,39M","0,48%"
1111,19/12/2018,2.08,2.07,2.13,2.07,"70,80M","0,48%"
1112,18/12/2018,2.07,2.06,2.1,2.05,"54,23M","0,49%"
1113,17/12/2018,2.06,2.12,2.13,2.06,"53,05M","-1,90%"
1114,14/12/2018,2.1,2.13,2.15,2.1,"36,90M","-2,33%"
1115,13/12/2018,2.15,2.15,2.2,2.14,"106,61M","0,94%"
1116,12/12/2018,2.13,2.08,2.15,2.08,"95,06M","3,40%"
1117,11/12/2018,2.06,2.07,2.1,2.04,"65,72M","-1,44%"
1118,10/12/2018,2.09,2.1,2.13,2.06,"48,86M","-1,88%"
1119,07/12/2018,2.13,2.15,2.17,2.1,"75,32M","-0,47%"
1120,06/12/2018,2.14,2.05,2.16,2.03,"163,47M","3,88%"
1121,05/12/2018,2.06,2.06,2.13,2.03,"141,44M","-1,44%"
1122,04/12/2018,2.09,1.98,2.09,1.97,"202,00M","6,09%"
1123,03/12/2018,1.97,1.98,1.985,1.935,"87,54M","0,77%"
1124,30/11/2018,1.955,1.94,1.955,1.92,"56,65M","0,77%"
1125,29/11/2018,1.94,1.97,1.985,1.94,"55,45M","-0,77%"
1126,28/11/2018,1.955,1.925,1.985,1.925,"66,44M","1,82%"
1127,27/11/2018,1.92,1.925,1.975,1.905,"89,06M","-0,26%"
1128,26/11/2018,1.925,1.975,1.98,1.91,"64,84M","-2,53%"
1129,23/11/2018,1.975,1.975,2.03,1.95,"122,45M","2,07%"
1130,22/11/2018,1.935,1.955,1.975,1.93,"57,22M","-0,51%"
1131,21/11/2018,1.945,2.01,2.05,1.93,"127,00M","-4,19%"
1132,19/11/2018,2.03,2.09,2.1,2.02,"58,52M","-1,93%"
1133,16/11/2018,2.07,2.09,2.12,2.06,"63,92M","-0,48%"
1134,15/11/2018,2.08,2.09,2.12,2.08,"60,95M","0,48%"
1135,14/11/2018,2.07,2.06,2.1,2.06,"66,96M","0,00%"
1136,13/11/2018,2.07,2.04,2.12,2.03,"72,38M","0,00%"
1137,12/11/2018,2.07,2.11,2.14,2.06,"99,66M","-1,90%"
1138,09/11/2018,2.11,2.08,2.15,2.05,"74,14M","0,96%"
1139,08/11/2018,2.09,2.08,2.12,2.07,"73,62M","1,95%"
1140,07/11/2018,2.05,2.09,2.1,2.02,"73,34M","-1,44%"
1141,06/11/2018,2.08,2.09,2.13,2.07,"88,43M","0,97%"
1142,05/11/2018,2.06,2.0,2.08,1.995,"113,39M","2,49%"
1143,02/11/2018,2.01,2.22,2.23,1.95,"537,04M","-9,05%"
1144,01/11/2018,2.21,2.24,2.31,2.17,"108,87M","-0,45%"
1145,31/10/2018,2.22,2.16,2.22,2.15,"81,86M","4,23%"
1146,30/10/2018,2.13,2.19,2.21,2.11,"79,97M","-1,84%"
1147,29/10/2018,2.17,2.17,2.23,2.13,"70,87M","0,46%"
1148,26/10/2018,2.16,2.25,2.27,2.16,"90,79M","-4,00%"
1149,25/10/2018,2.25,2.2,2.27,2.17,"106,85M","0,00%"
1150,24/10/2018,2.25,2.35,2.4,2.24,"83,10M","-4,26%"
1151,23/10/2018,2.35,2.32,2.42,2.32,"134,22M","0,43%"
1152,22/10/2018,2.34,2.29,2.36,2.29,"73,18M","3,08%"
1153,19/10/2018,2.27,2.2,2.32,2.19,"125,13M","1,79%"
1154,18/10/2018,2.23,2.29,2.29,2.2,"90,27M","-3,46%"
1155,17/10/2018,2.31,2.25,2.34,2.24,"136,40M","5,00%"
1156,16/10/2018,2.2,2.08,2.2,2.06,"143,22M","7,84%"
1157,15/10/2018,2.04,2.1,2.17,2.04,"87,20M","-3,77%"
1158,12/10/2018,2.12,2.15,2.2,2.09,"142,37M","-0,93%"
1159,11/10/2018,2.14,2.16,2.22,2.13,"124,28M","-4,89%"
1160,10/10/2018,2.25,2.13,2.27,2.13,"120,84M","6,13%"
1161,09/10/2018,2.12,2.24,2.26,2.11,"90,95M","-4,50%"
1162,08/10/2018,2.22,2.18,2.31,2.18,"97,84M","0,91%"
1163,05/10/2018,2.2,2.28,2.3,2.14,"70,55M","-3,93%"
1164,04/10/2018,2.29,2.3,2.35,2.25,"81,77M","-0,43%"
1165,03/10/2018,2.3,2.28,2.35,2.28,"51,96M","0,88%"
1166,02/10/2018,2.28,2.22,2.37,2.22,"109,98M","1,79%"
1167,01/10/2018,2.24,2.27,2.29,2.22,"38,54M","-0,44%"
1168,28/09/2018,2.25,2.2,2.28,2.19,"98,47M","3,21%"
1169,27/09/2018,2.18,2.14,2.22,2.14,"115,99M","1,87%"
1170,26/09/2018,2.14,2.08,2.16,2.06,"105,56M","3,38%"
1171,25/09/2018,2.07,2.04,2.08,2.03,"28,71M","1,97%"
1172,24/09/2018,2.03,2.05,2.08,2.03,"36,37M","0,00%"
1173,21/09/2018,2.03,2.1,2.13,2.03,"72,78M","-2,40%"
1174,20/09/2018,2.08,2.04,2.09,2.02,"94,93M","2,97%"
1175,19/09/2018,2.02,2.07,2.09,2.02,"57,00M","-1,94%"
1176,18/09/2018,2.06,1.99,2.07,1.98,"56,55M","3,26%"
1177,17/09/2018,1.995,2.03,2.03,1.99,"31,93M","-1,72%"
1178,14/09/2018,2.03,2.03,2.05,2.01,"41,38M","0,50%"
1179,13/09/2018,2.02,2.06,2.07,2.01,"50,64M","-0,98%"
1180,12/09/2018,2.04,2.03,2.08,2.02,"68,98M","0,99%"
1181,10/09/2018,2.02,2.04,2.06,1.99,"42,22M","-0,49%"
1182,07/09/2018,2.03,2.04,2.06,2.0,"58,42M","0,50%"
1183,06/09/2018,2.02,1.895,2.04,1.895,"110,85M","7,16%"
1184,05/09/2018,1.885,1.965,1.98,1.84,"112,45M","-5,75%"
1185,04/09/2018,2.0,2.05,2.08,2.0,"67,50M","-2,44%"
1186,03/09/2018,2.05,2.14,2.14,2.04,"51,54M","-4,21%"
1187,31/08/2018,2.14,2.01,2.14,1.99,"101,25M","4,39%"
1188,30/08/2018,2.05,2.14,2.18,2.05,"73,79M","-4,21%"
1189,29/08/2018,2.14,2.08,2.19,2.05,"134,54M","3,88%"
1190,28/08/2018,2.06,2.11,2.13,2.06,"61,26M","-1,44%"
1191,27/08/2018,2.09,2.04,2.12,2.01,"127,42M","4,76%"
1192,24/08/2018,1.995,2.03,2.04,1.99,"54,65M","-1,72%"
1193,23/08/2018,2.03,1.95,2.08,1.935,"226,89M","5,18%"
1194,21/08/2018,1.93,1.865,1.955,1.84,"124,64M","3,76%"
1195,20/08/2018,1.86,1.825,1.88,1.825,"70,20M","3,62%"
1196,16/08/2018,1.795,1.81,1.835,1.79,"50,90M","-2,45%"
1197,15/08/2018,1.84,1.835,1.855,1.75,"81,72M","1,38%"
1198,14/08/2018,1.815,1.805,1.85,1.78,"83,59M","0,55%"
1199,13/08/2018,1.805,1.905,1.91,1.795,"106,37M","-6,96%"
1200,10/08/2018,1.94,1.96,1.985,1.935,"85,33M","-1,02%"
1201,09/08/2018,1.96,1.88,2.01,1.855,"280,84M","4,81%"
1202,08/08/2018,1.87,1.79,1.875,1.76,"155,45M","5,06%"
1203,07/08/2018,1.78,1.79,1.795,1.765,"29,80M","0,28%"
1204,06/08/2018,1.775,1.775,1.795,1.77,"50,96M","0,85%"
1205,03/08/2018,1.76,1.74,1.785,1.735,"50,86M","1,73%"
1206,02/08/2018,1.73,1.75,1.79,1.73,"74,75M","-1,14%"
1207,01/08/2018,1.75,1.71,1.76,1.7,"87,91M","2,94%"
1208,31/07/2018,1.7,1.715,1.725,1.67,"49,24M","-0,58%"
1209,30/07/2018,1.71,1.7,1.73,1.69,"44,18M","0,88%"
1210,27/07/2018,1.695,1.69,1.7,1.685,"22,83M","0,89%"
1211,26/07/2018,1.68,1.73,1.735,1.675,"89,54M","-2,61%"
1212,25/07/2018,1.725,1.735,1.75,1.72,"56,76M","0,29%"
1213,24/07/2018,1.72,1.69,1.725,1.685,"51,25M","2,69%"
1214,23/07/2018,1.675,1.695,1.715,1.67,"38,87M","-1,18%"
1215,20/07/2018,1.695,1.67,1.715,1.655,"47,62M","1,19%"
1216,19/07/2018,1.675,1.735,1.74,1.66,"74,13M","-2,62%"
1217,18/07/2018,1.72,1.735,1.77,1.715,"86,21M","-0,29%"
1218,17/07/2018,1.725,1.66,1.73,1.63,"90,34M","5,18%"
